
MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-3-31,17,10,4,-1,-2,-7,65,51,26,1019,1014,1009,16,16,16,26,16,40,0.00,2,,302<br />
2015-4-1,7,3,-1,-6,-10,-17,56,42,17,1018,1016,1012,16,16,16,23,14,40,0.00,1,,300<br />
2015-4-2,6,0,-5,-10,-12,-15,59,43,21,1026,1020,1017,16,16,16,19,14,32,0.00,1,,309<br />
2015-4-3,8,1,-6,-10,-11,-14,63,47,21,1027,1025,1020,16,16,16,19,13,,0.00,1,,312<br />
2015-4-4,10,5,0,-4,-8,-11,56,44,32,1020,1015,1010,16,16,16,21,11,60,0.00,5,,309<br />
2015-4-5,9,4,1,2,-3,-5,100,63,37,1010,1007,1005,16,15,2,21,11,37,0.00,7,Snow,305<br />
2015-4-6,7,3,0,0,-6,-15,87,60,20,1013,1008,1006,16,16,16,34,8,48,0.00,6,Rain-Snow,269<br />
2015-4-7,9,3,-3,-1,-9,-13,81,46,27,1013,1010,1006,16,16,16,27,16,29,0.00,3,,327<br />
2015-4-8,9,4,-1,3,-1,-4,100,76,57,1016,1008,1004,16,16,16,23,13,45,0.00,5,Rain,298<br />
2015-4-9,11,6,0,3,-1,-6,100,80,30,1020,1018,1016,16,16,16,19,8,37,0.00,5,,319<br />
2015-4-10,14,7,-1,-3,-4,-6,75,58,31,1019,1017,1014,16,16,16,23,14,27,0.00,2,,313<br />
2015-4-11,13,7,1,3,-2,-6,100,64,31,1014,1012,1009,16,16,16,37,14,60,0.00,3,,301<br />
2015-4-12,11,4,-2,-5,-8,-11,64,46,26,1022,1017,1011,16,16,16,27,11,52,0.00,1,,307<br />
2015-4-13,18,8,-1,-3,-6,-8,60,46,23,1023,1020,1011,16,16,16,23,13,34,0.00,1,,318<br />
2015-4-14,12,6,1,1,-4,-11,87,49,33,1015,1010,1007,16,16,5,37,11,55,0.00,6,Rain,298<br />
2015-4-15,9,4,0,-6,-11,-13,64,41,29,1023,1018,1015,16,16,16,34,23,52,0.00,3,,332<br />
2015-4-16,13,6,-1,-2,-5,-7,70,56,33,1024,1023,1021,16,16,16,27,13,47,0.00,0,,313<br />
2015-4-17,19,9,0,-1,-5,-8,70,49,23,1024,1022,1016,16,16,16,27,16,32,0.00,0,,302<br />
2015-4-18,21,13,6,-1,-4,-10,53,39,12,1020,1019,1016,16,16,16,26,18,27,0.00,0,,315<br />
2015-4-19,16,9,2,0,-3,-7,70,49,29,1022,1020,1015,16,16,16,24,11,37,0.00,1,,296<br />
2015-4-20,18,10,2,0,-2,-4,70,53,26,1017,1015,1012,16,16,16,24,14,34,0.00,0,,302<br />
2015-4-21,20,11,3,1,-1,-2,70,52,24,1013,1012,1010,16,16,16,23,14,26,0.00,1,,306<br />
2015-4-22,20,11,3,4,0,-3,76,56,21,1012,1011,1009,16,16,11,21,16,37,0.00,1,Thunderstorm,315<br />
2015-4-23,17,10,4,4,0,-7,87,61,20,1012,1010,1006,16,16,11,27,13,47,0.00,4,,308<br />
2015-4-24,10,8,5,5,0,-3,87,64,53,1009,1006,1005,16,16,10,26,13,34,0.00,5,Rain,291<br />
2015-4-25,9,4,-1,3,1,-2,100,84,50,1010,1008,1007,16,16,16,19,6,27,0.00,5,Rain,184<br />
2015-4-26,12,6,1,1,-1,-4,93,69,35,1023,1014,1010,16,16,16,16,11,,0.00,3,,305<br />
2015-4-27,15,8,0,0,-2,-4,81,63,36,1027,1025,1023,16,16,16,24,13,35,0.00,0,,307<br />
2015-4-28,20,11,2,1,0,-2,87,61,24,1026,1024,1019,16,16,16,26,14,29,0.00,1,,307<br />
2015-4-29,21,13,5,4,1,-1,66,50,26,1020,1018,1015,16,16,16,32,16,50,0.00,1,,302<br />
2015-4-30,18,11,5,4,1,-2,81,56,28,1022,1020,1018,16,16,16,27,19,42,0.00,3,,325<br />
2015-5-1,20,11,3,2,-2,-9,75,50,16,1022,1020,1015,16,16,16,27,16,32,0.00,0,,302<br />
2015-5-2,22,12,3,0,-4,-6,52,37,20,1016,1014,1011,16,16,16,32,18,34,0.00,1,,314<br />
2015-5-3,22,14,7,3,0,-2,71,44,25,1015,1014,1012,16,16,16,27,14,40,0.00,5,,325<br />
2015-5-4,23,14,6,7,2,1,71,57,25,1017,1015,1012,16,16,16,26,13,39,0.00,3,Rain,316<br />
2015-5-5,21,13,6,7,2,-4,76,56,23,1014,1011,1007,16,16,16,27,14,32,0.00,1,,314<br />
2015-5-6,13,8,4,1,-1,-4,70,54,38,1011,1010,1007,16,16,16,27,14,29,0.00,4,,321<br />
2015-5-7,13,8,4,6,2,-1,100,73,54,1014,1010,1009,16,16,11,21,6,34,0.00,5,Rain,306<br />
2015-5-8,14,10,5,6,5,4,100,83,51,1015,1013,1011,16,16,16,27,10,,0.00,7,Rain-Thunderstorm,316<br />
2015-5-9,18,11,4,3,-3,-9,93,52,16,1019,1015,1014,16,16,16,27,13,48,0.00,1,,328<br />
2015-5-10,17,9,1,2,-2,-5,81,56,27,1020,1019,1016,16,16,16,26,11,,0.00,1,,322<br />
2015-5-11,17,9,2,6,1,-3,93,67,33,1019,1016,1012,16,16,11,19,10,29,0.76,3,Rain,314<br />
2015-5-12,18,12,6,7,5,4,93,76,40,1012,1010,1005,16,16,16,37,11,55,0.51,5,Rain-Thunderstorm,313<br />
2015-5-13,16,9,3,5,1,-3,87,62,27,1015,1012,1008,16,16,16,27,8,40,0.00,5,,188<br />
2015-5-14,18,12,7,5,2,-2,71,58,27,1011,1009,1007,16,16,11,26,13,27,0.00,5,Rain,320<br />
2015-5-15,12,9,6,8,6,5,100,90,67,1007,1006,1006,16,14,3,24,8,,5.33,8,Rain,180<br />
2015-5-16,12,9,6,9,7,6,100,97,82,1013,1006,1004,16,13,3,27,5,37,0.51,8,Rain,138<br />
2015-5-17,13,9,5,7,6,4,100,89,54,1021,1017,1013,16,16,10,27,3,,0.00,6,Rain,316<br />
2015-5-18,17,11,6,8,6,4,100,81,48,1021,1020,1016,16,15,6,29,11,55,0.00,8,Rain-Hail-Thunderstorm,312<br />
2015-5-19,12,9,6,9,6,5,100,90,72,1019,1017,1015,16,15,5,21,11,,1.27,8,Rain,316<br />
2015-5-20,14,10,6,8,7,6,100,86,63,1018,1017,1016,16,16,11,29,6,,0.76,7,Rain,310<br />
2015-5-21,17,12,8,9,8,6,100,86,48,1018,1016,1013,16,16,11,19,6,,0.51,7,Rain-Thunderstorm,310<br />
2015-5-22,17,12,7,9,7,5,94,85,52,1015,1014,1012,16,16,11,21,11,26,0.00,5,Rain,313<br />
2015-5-23,18,12,7,11,8,7,100,87,52,1017,1015,1013,16,15,3,26,11,34,10.41,6,Rain-Thunderstorm,314<br />
2015-5-24,16,11,7,10,7,6,100,87,63,1017,1016,1014,16,16,16,26,11,52,0.00,4,Rain-Thunderstorm,305<br />
2015-5-25,19,12,6,9,7,5,100,80,43,1015,1015,1013,16,16,16,23,11,32,0.00,3,,302<br />
2015-5-26,19,13,7,9,6,3,93,75,35,1018,1016,1015,16,16,16,27,11,42,0.00,3,Thunderstorm,311<br />
2015-5-27,17,11,6,8,6,4,93,80,45,1020,1018,1016,16,16,11,21,8,,0.00,4,Rain-Thunderstorm,310<br />
2015-5-28,19,12,5,9,5,2,93,75,43,1024,1021,1020,16,16,16,19,6,,0.00,2,Rain-Thunderstorm,297<br />
2015-5-29,21,13,7,9,7,5,93,72,35,1025,1023,1021,16,16,16,27,11,26,0.00,3,,307<br />
2015-5-30,24,17,9,9,6,3,76,60,27,1022,1020,1017,16,16,16,24,13,,0.00,2,,307<br />
2015-5-31,24,17,11,14,8,6,72,60,38,1020,1019,1015,16,16,16,23,13,34,0.00,3,Rain,318<br />
2015-6-1,22,16,10,11,8,6,87,63,40,1018,1015,1014,16,16,11,23,14,37,0.00,4,Rain-Thunderstorm,312<br />
2015-6-2,19,13,8,11,6,2,93,70,32,1018,1016,1015,16,16,11,23,14,34,1.27,2,Rain-Thunderstorm,296<br />
2015-6-3,19,12,6,9,4,3,87,66,35,1017,1016,1013,16,16,16,21,11,,0.00,2,,311<br />
2015-6-4,22,14,7,11,6,3,87,69,35,1017,1015,1014,16,16,16,21,11,32,0.00,2,,315<br />
2015-6-5,20,14,9,11,7,5,82,67,49,1019,1017,1016,16,16,16,37,14,39,0.00,1,,314<br />
2015-6-6,23,16,9,11,7,6,94,69,35,1020,1018,1016,16,16,16,19,11,,0.00,2,,301<br />
2015-6-7,25,17,9,13,9,7,88,72,41,1023,1021,1020,16,16,16,26,11,,0.00,1,,310<br />
2015-6-8,29,20,12,15,11,10,88,70,33,1024,1023,1020,16,16,16,16,11,,0.00,1,,302<br />
2015-6-9,28,20,13,14,11,8,88,66,32,1022,1019,1015,16,16,16,27,14,47,0.00,2,,316<br />
2015-6-10,24,19,14,14,10,7,88,63,46,1016,1014,1012,16,16,16,27,13,29,0.00,3,Rain-Thunderstorm,309<br />
2015-6-11,27,18,10,13,9,8,87,67,34,1018,1016,1015,16,16,16,26,10,,0.00,1,,302<br />
2015-6-12,28,20,12,12,6,-1,72,51,18,1017,1016,1013,16,16,16,27,16,27,0.00,0,,299<br />
2015-6-13,24,16,7,4,-1,-6,57,38,13,1016,1015,1013,16,16,16,27,14,34,0.00,0,,292<br />
2015-6-14,25,16,6,3,-1,-3,57,40,17,1017,1016,1015,16,16,16,27,16,34,0.00,0,,291<br />
2015-6-15,27,19,11,8,2,0,50,40,18,1018,1016,1013,16,16,16,24,16,29,0.00,1,,316<br />
2015-6-16,26,18,10,11,4,1,67,46,23,1020,1018,1016,16,16,16,27,13,37,0.00,2,,298<br />
2015-6-17,28,18,9,7,3,2,66,43,21,1021,1019,1017,16,16,16,24,16,27,0.00,1,,292<br />
2015-6-18,29,20,11,13,5,2,62,46,18,1020,1019,1015,16,16,16,23,14,37,0.00,1,,304<br />
2015-6-19,27,18,10,8,3,-7,62,44,12,1019,1016,1016,16,16,16,27,16,39,0.00,0,,294<br />
2015-6-20,25,17,8,6,1,0,62,41,22,1020,1019,1016,16,16,16,23,13,27,0.00,1,,294<br />
2015-6-21,26,18,11,7,2,-5,58,41,13,1017,1016,1014,16,16,16,19,13,,0.00,1,,303<br />
