
MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-4-2,31,22,12,-1,-6,-13,26,16,5,1016,1011,1009,16,16,16,35,15,48,0.00,0,,206<br />
2015-4-3,29,21,12,-1,-5,-11,35,21,7,1016,1014,1013,16,16,16,23,10,39,0.00,0,,185<br />
2015-4-4,31,22,13,-4,-7,-10,26,17,7,1014,1011,1008,16,16,16,29,12,34,0.00,0,,188<br />
2015-4-5,31,21,12,-4,-8,-13,30,18,6,1011,1008,1005,16,16,16,34,11,50,0.00,0,,204<br />
2015-4-6,30,21,11,-7,-11,-16,24,14,4,1011,1010,1008,16,16,16,35,14,45,0.00,0,,209<br />
2015-4-7,31,20,9,-1,-6,-10,29,19,8,1016,1011,1008,16,16,14,42,16,53,0.00,1,,201<br />
2015-4-8,26,19,12,-3,-4,-7,35,24,12,1016,1011,1009,16,16,16,29,11,37,0.00,0,,288<br />
2015-4-9,29,19,9,-3,-7,-11,39,23,7,1013,1011,1008,16,16,14,26,10,32,0.00,0,,201<br />
2015-4-10,29,20,11,-6,-7,-8,28,19,9,1016,1012,1009,16,16,16,23,10,35,0.00,0,,183<br />
2015-4-11,31,22,12,8,-5,-14,35,20,5,1013,1010,1006,16,16,16,35,13,48,0.00,0,,185<br />
2015-4-12,21,18,14,11,8,7,72,58,44,1015,1012,1009,16,16,16,26,13,31,0.00,5,,189<br />
2015-4-13,29,21,11,8,4,-3,83,48,13,1020,1016,1013,16,16,16,37,8,47,0.00,0,,108<br />
2015-4-14,31,24,18,4,2,-2,37,26,15,1019,1013,1009,16,16,14,27,14,40,T,1,Rain-Thunderstorm,188<br />
2015-4-15,29,22,14,2,-6,-17,36,21,6,1011,1009,1006,16,16,14,37,15,58,0.00,0,,277<br />
2015-4-16,22,16,9,-13,-17,-20,16,11,5,1017,1014,1011,16,16,16,27,13,37,0.00,0,,287<br />
2015-4-17,24,16,7,-7,-10,-12,28,19,9,1016,1015,1013,16,16,16,27,12,37,0.00,0,,54<br />
2015-4-18,28,19,9,-6,-8,-10,34,21,7,1015,1013,1010,16,16,16,32,12,42,0.00,0,,229<br />
2015-4-19,31,22,12,-3,-7,-11,32,20,7,1013,1010,1007,16,16,16,23,9,32,0.00,0,,185<br />
2015-4-20,32,23,14,-4,-6,-9,24,16,7,1010,1008,1004,16,16,14,29,11,39,0.00,0,,171<br />
2015-4-21,30,22,14,2,-5,-11,30,19,7,1010,1008,1005,16,16,16,32,12,42,0.00,0,,176<br />
2015-4-22,29,21,12,1,-3,-7,38,24,9,1013,1008,1006,16,16,14,37,12,50,0.00,0,,186<br />
2015-4-23,28,21,12,3,-1,-7,45,28,10,1010,1008,1005,16,16,16,42,16,53,0.00,0,,206<br />
2015-4-24,25,19,12,6,3,-1,57,38,19,1015,1011,1009,16,16,13,29,14,40,0.00,3,,218<br />
2015-4-25,28,20,12,4,1,-2,50,32,14,1015,1009,1006,16,16,16,37,15,53,0.00,2,,224<br />
2015-4-26,23,17,11,9,4,-4,89,53,17,1012,1009,1006,16,16,5,50,16,64,4.06,5,Rain-Thunderstorm,274<br />
2015-4-27,28,19,9,4,2,1,59,39,18,1016,1011,1009,16,16,16,19,7,27,0.00,0,,164<br />
2015-4-28,30,23,17,4,1,-2,40,27,14,1016,1013,1011,16,16,16,47,23,58,0.00,0,,104<br />
2015-4-29,32,26,19,-2,-6,-9,22,15,7,1015,1011,1008,16,16,16,39,17,63,0.00,0,,101<br />
2015-4-30,35,25,15,-4,-7,-9,22,14,6,1011,1008,1006,16,16,16,23,9,31,0.00,0,,143<br />
2015-5-1,36,27,17,-1,-4,-7,25,16,6,1013,1009,1006,16,16,16,23,9,31,0.00,0,,239<br />
2015-5-2,34,27,19,5,1,-3,31,21,10,1010,1008,1006,16,16,6,42,10,61,T,0,Thunderstorm,128<br />
2015-5-3,32,24,17,11,4,-1,46,29,12,1014,1008,1005,16,16,16,34,11,40,T,2,,190<br />
2015-5-4,28,22,15,12,9,2,67,43,18,1015,1010,1006,16,16,11,39,14,48,0.76,4,Rain-Thunderstorm,296<br />
2015-5-5,28,21,14,12,8,4,80,52,23,1015,1010,1008,16,16,16,29,9,39,0.00,1,,233<br />
2015-5-6,31,23,16,9,1,-11,64,36,7,1012,1007,1004,16,16,16,39,14,50,0.00,0,,190<br />
2015-5-7,29,23,17,7,3,-1,43,31,18,1011,1007,1004,16,16,16,37,17,50,0.00,1,,206<br />
2015-5-8,26,21,14,6,-1,-5,53,33,13,1013,1009,1007,16,16,16,42,17,58,0.00,0,,255<br />
2015-5-9,23,17,11,2,-1,-4,50,33,16,1017,1013,1011,16,16,16,24,9,32,0.00,0,,333<br />
2015-5-10,27,19,10,-1,-2,-3,38,27,15,1016,1012,1010,16,16,16,26,8,34,0.00,0,,285<br />
2015-5-11,33,23,12,-1,-4,-8,41,24,7,1015,1010,1006,16,16,16,37,12,50,0.00,0,,154<br />
2015-5-12,28,22,16,3,-2,-6,32,22,11,1014,1011,1009,16,16,16,39,17,52,0.00,0,,170<br />
2015-5-13,32,23,13,8,4,1,55,36,16,1017,1011,1007,16,16,16,29,12,42,0.00,1,,171<br />
2015-5-14,30,24,18,8,3,-1,41,28,14,1013,1008,1005,16,16,16,42,21,61,0.00,1,,220<br />
2015-5-15,24,20,16,5,3,1,43,33,23,1013,1009,1006,16,16,16,40,13,50,0.00,3,,260<br />
2015-5-16,24,18,12,9,5,2,83,54,25,1016,1012,1008,16,16,16,32,12,43,1.52,3,,312<br />
2015-5-17,31,23,15,5,-1,-7,47,29,10,1016,1012,1010,16,16,16,24,10,32,0.00,0,,223<br />
2015-5-18,33,24,15,2,-3,-11,35,22,8,1016,1011,1008,16,16,16,45,18,56,0.00,0,,198<br />
